,nodeA,nodeB,weight
740,Clayton Galvan,Kenji,3
741,Kenji,Steve Levitsky,3
742,Kenji,Levitsky,3
743,Hector Becerril,Kenji,3
744,Becerril,Kenji,3
745,Carlos Basombrio,Kenji,3
746,Fujimori,Keiko,3
747,Guillermo Loli,Keiko,1
748,Clayton Galvan,Keiko,1
749,Keiko,Steve Levitsky,1
750,Keiko,Levitsky,1
751,Hector Becerril,Keiko,1
752,Becerril,Keiko,1
753,Carlos Basombrio,Keiko,1
754,Fujimori,Guillermo Loli,3
755,Fujimori,Fujimori,3
756,Clayton Galvan,Fujimori,3
757,Fujimori,Steve Levitsky,3
758,Fujimori,Levitsky,3
759,Fujimori,Hector Becerril,3
760,Becerril,Fujimori,3
761,Carlos Basombrio,Fujimori,3
762,Clayton Galvan,Guillermo Loli,1
763,Guillermo Loli,Steve Levitsky,1
764,Guillermo Loli,Levitsky,1
765,Guillermo Loli,Hector Becerril,1
766,Becerril,Guillermo Loli,1
767,Carlos Basombrio,Guillermo Loli,1
768,Clayton Galvan,Steve Levitsky,1
769,Clayton Galvan,Levitsky,1
770,Clayton Galvan,Hector Becerril,1
771,Becerril,Clayton Galvan,1
772,Carlos Basombrio,Clayton Galvan,1
773,Levitsky,Steve Levitsky,1
774,Hector Becerril,Steve Levitsky,1
775,Becerril,Steve Levitsky,1
776,Carlos Basombrio,Steve Levitsky,1
777,Hector Becerril,Levitsky,1
778,Becerril,Levitsky,1
779,Carlos Basombrio,Levitsky,1
780,Becerril,Hector Becerril,1
781,Carlos Basombrio,Hector Becerril,1
782,Becerril,Carlos Basombrio,1
783,Donald Trump,Rick Dearborn,2
784,Donald Trump,Jeremy Katz,1
785,Donald Trump,Gary Cohn,11
786,Paul Ryan,Rick Dearborn,1
787,Jeremy Katz,Paul Ryan,1
788,Gary Cohn,Paul Ryan,3
789,Mitch McConnell,Rick Dearborn,1
790,Jeremy Katz,Mitch McConnell,1
791,Gary Cohn,Mitch McConnell,3
792,Rick Dearborn,Trump,4
793,Jeremy Katz,Trump,1
794,Gary Cohn,Trump,11
795,Jeremy Katz,Rick Dearborn,1
796,Gary Cohn,Rick Dearborn,1
797,Gary Cohn,Jeremy Katz,1
798,Commissioners Kara Stein,Jay Clayton,1
799,Jay Clayton,Michael Piwowar,1
800,Donald Trump,Jay Clayton,1
801,Commissioners Kara Stein,Michael Piwowar,1
802,Commissioners Kara Stein,Donald Trump,1
803,Donald Trump,Michael Piwowar,1
804,Donald Trump,Merry Christmas,1
805,Charlie Kirk,Donald Trump,1
806,Donald Trump,Harry Truman’s Record,1
807,Donald Trump,Regulation Cutting,1
808,Charlie Kirk,Merry Christmas,1
809,Harry Truman’s Record,Merry Christmas,1
810,Merry Christmas,Regulation Cutting,1
811,Charlie Kirk,Harry Truman’s Record,1
812,Charlie Kirk,Regulation Cutting,1
813,Harry Truman’s Record,Regulation Cutting,1
814,Doug Jones,Mitch McConnell,26
815,Mike Crapo,Mitch McConnell,2
816,Mitch McConnell,Schumer,12
817,McConnell,McConnell,119
818,Doug Jones,McConnell,37
819,McConnell,Mike Crapo,9
820,McConnell,Schumer,30
821,Donald Trump,Mike Crapo,4
822,Donald Trump,Schumer,38
823,Doug Jones,Mike Crapo,1
824,Chuck Schumer,Doug Jones,9
825,Doug Jones,Schumer,10
826,Doug Jones,Paul Ryan,2
827,Chuck Schumer,Mike Crapo,1
828,Mike Crapo,Schumer,2
829,Mike Crapo,Paul Ryan,1
830,Chuck Schumer,Schumer,41
831,Schumer,Schumer,28
832,Paul Ryan,Schumer,6
833,Donald Trump,Mitch,2
834,Mitch,Mitch McConnell,2
835,McConnell,Mitch,8
836,Donald Trump,Steve Bannon,16
837,Corey Lewandowski,Steve Bannon,1
838,Bloomberg,Steve Bannon,1
839,Corey Lewandowski,Donald Trump,2
840,Bloomberg,Donald Trump,3
841,Bloomberg,Corey Lewandowski,1
842,Callista Gingrich,Callista Gingrich,3
843,Callista Gingrich,Francis,6
844,Callista Gingrich,Newt Gingrich,6
845,Callista Gingrich,Donald Trump,3
846,Callista Gingrich,Gingrich,3
847,Bernard Law,Callista Gingrich,3
848,Francis,Newt Gingrich,4
849,Donald Trump,Francis,3
850,Francis,Gingrich,2
851,Bernard Law,Francis,2
852,Francis,Francis,1
853,Donald Trump,Newt Gingrich,2
854,Newt Gingrich,Newt Gingrich,1
855,Gingrich,Newt Gingrich,2
856,Bernard Law,Newt Gingrich,2
857,Donald Trump,Gingrich,1
858,Bernard Law,Donald Trump,1
859,Bernard Law,Gingrich,1
860,Donald Trump,Pat Meehan,1
861,Barack Obama,Pat Meehan,2
862,David Wasserman,Pat Meehan,1
863,Drew McGinty,Pat Meehan,1
864,Meehan,Pat Meehan,3
865,Hillary Clinton,Pat Meehan,1
866,Kyle Kondik,Pat Meehan,1
867,Molly Sheehan,Pat Meehan,1
868,Broomall,Pat Meehan,1
869,Greg Dulgerian,Pat Meehan,1
870,Dulgerian,Pat Meehan,2
871,Ida McCausland,Pat Meehan,1
872,Mike Allard,Pat Meehan,1
873,Lyndon B. Johnson,Pat Meehan,1
874,George W. Bush,Pat Meehan,1
875,Pat Meehan,Stu Rothenberg,1
876,David Wasserman,Donald Trump,1
877,Donald Trump,Drew McGinty,1
878,Donald Trump,Meehan,3
879,Donald Trump,Kyle Kondik,3
880,Donald Trump,Molly Sheehan,1
881,Broomall,Donald Trump,1
882,Donald Trump,Greg Dulgerian,1
883,Donald Trump,Dulgerian,2
884,Donald Trump,Ida McCausland,1
885,Donald Trump,Mike Allard,1
886,Donald Trump,Lyndon B. Johnson,1
887,Donald Trump,Stu Rothenberg,1
888,Barack Obama,David Wasserman,2
889,Barack Obama,Drew McGinty,2
890,Barack Obama,Meehan,6
891,Barack Obama,Hillary Clinton,17
892,Barack Obama,Kyle Kondik,2
893,Barack Obama,Barack Obama,3
894,Barack Obama,Molly Sheehan,2
895,Barack Obama,Broomall,2
896,Barack Obama,Greg Dulgerian,2
897,Barack Obama,Dulgerian,4
898,Barack Obama,Ida McCausland,2
899,Barack Obama,Mike Allard,2
900,Barack Obama,Lyndon B. Johnson,2
901,Barack Obama,George W. Bush,8
902,Barack Obama,Stu Rothenberg,2
903,David Wasserman,Drew McGinty,1
904,David Wasserman,Meehan,3
905,David Wasserman,Hillary Clinton,1
906,David Wasserman,Kyle Kondik,1
907,David Wasserman,Molly Sheehan,1
908,Broomall,David Wasserman,1
909,David Wasserman,Greg Dulgerian,1
910,David Wasserman,Dulgerian,2
911,David Wasserman,Ida McCausland,1
912,David Wasserman,Mike Allard,1
913,David Wasserman,Lyndon B. Johnson,1
914,David Wasserman,George W. Bush,1
915,David Wasserman,Stu Rothenberg,1
916,Drew McGinty,Meehan,3
917,Drew McGinty,Hillary Clinton,1
918,Drew McGinty,Kyle Kondik,1
919,Drew McGinty,Molly Sheehan,1
920,Broomall,Drew McGinty,1
921,Drew McGinty,Greg Dulgerian,1
922,Drew McGinty,Dulgerian,2
923,Drew McGinty,Ida McCausland,1
924,Drew McGinty,Mike Allard,1
925,Drew McGinty,Lyndon B. Johnson,1
926,Drew McGinty,George W. Bush,1
927,Drew McGinty,Stu Rothenberg,1
928,Hillary Clinton,Meehan,3
929,Kyle Kondik,Meehan,3
930,Meehan,Molly Sheehan,3
931,Meehan,Meehan,3
932,Broomall,Meehan,3
933,Greg Dulgerian,Meehan,3
934,Dulgerian,Meehan,6
935,Ida McCausland,Meehan,3
936,Meehan,Mike Allard,3
937,Lyndon B. Johnson,Meehan,3
938,George W. Bush,Meehan,3
939,Meehan,Stu Rothenberg,3
940,Hillary Clinton,Kyle Kondik,2
941,Hillary Clinton,Molly Sheehan,1
942,Broomall,Hillary Clinton,1
943,Greg Dulgerian,Hillary Clinton,1
944,Dulgerian,Hillary Clinton,2
945,Hillary Clinton,Ida McCausland,1
946,Hillary Clinton,Mike Allard,1
947,Hillary Clinton,Lyndon B. Johnson,1
948,George W. Bush,Hillary Clinton,13
949,Hillary Clinton,Stu Rothenberg,1
950,Kyle Kondik,Molly Sheehan,1
951,Broomall,Kyle Kondik,1
952,Greg Dulgerian,Kyle Kondik,1
953,Dulgerian,Kyle Kondik,2
954,Ida McCausland,Kyle Kondik,1
955,Kyle Kondik,Mike Allard,1
956,Kyle Kondik,Lyndon B. Johnson,1
957,George W. Bush,Kyle Kondik,1
958,Kyle Kondik,Stu Rothenberg,1
959,Broomall,Molly Sheehan,1
960,Greg Dulgerian,Molly Sheehan,1
961,Dulgerian,Molly Sheehan,2
962,Ida McCausland,Molly Sheehan,1
963,Mike Allard,Molly Sheehan,1
964,Lyndon B. Johnson,Molly Sheehan,1
965,George W. Bush,Molly Sheehan,1
966,Molly Sheehan,Stu Rothenberg,1
967,Broomall,Greg Dulgerian,1
968,Broomall,Dulgerian,2
969,Broomall,Ida McCausland,1
970,Broomall,Mike Allard,1
971,Broomall,Lyndon B. Johnson,1
972,Broomall,George W. Bush,1
973,Broomall,Stu Rothenberg,1
974,Dulgerian,Greg Dulgerian,2
975,Greg Dulgerian,Ida McCausland,1
976,Greg Dulgerian,Mike Allard,1
977,Greg Dulgerian,Lyndon B. Johnson,1
978,George W. Bush,Greg Dulgerian,1
979,Greg Dulgerian,Stu Rothenberg,1
980,Dulgerian,Dulgerian,1
981,Dulgerian,Ida McCausland,2
982,Dulgerian,Mike Allard,2
983,Dulgerian,Lyndon B. Johnson,2
984,Dulgerian,George W. Bush,2
985,Dulgerian,Stu Rothenberg,2
986,Ida McCausland,Mike Allard,1
987,Ida McCausland,Lyndon B. Johnson,1
988,George W. Bush,Ida McCausland,1
989,Ida McCausland,Stu Rothenberg,1
990,Lyndon B. Johnson,Mike Allard,1
991,George W. Bush,Mike Allard,1
992,Mike Allard,Stu Rothenberg,1
993,George W. Bush,Lyndon B. Johnson,1
994,Lyndon B. Johnson,Stu Rothenberg,1
995,George W. Bush,Stu Rothenberg,1
996,Donald Trump,Robert Carey,1
997,Donald Trump,Jessica Vaughan,1
998,Donald Trump,Joshua Meservey,2
999,Donald Trump,Mark Hetfield,1
1000,Donald Trump,Holly Johnson,1
1001,Donald Trump,Johnson,19
1002,Donald Trump,Twin Falls,1
1003,Donald Trump,Jan Reeves,1
1004,Robert Carey,Trump,1
1005,Jessica Vaughan,Trump,1
1006,Joshua Meservey,Trump,3
1007,Mark Hetfield,Trump,1
1008,Holly Johnson,Trump,1
1009,Johnson,Trump,13
1010,Trump,Twin Falls,1
1011,Jan Reeves,Trump,1
1012,Barack Obama,Robert Carey,1
1013,Jessica Vaughan,Robert Carey,1
1014,Joshua Meservey,Robert Carey,1
1015,Mark Hetfield,Robert Carey,1
1016,Holly Johnson,Robert Carey,1
1017,Johnson,Robert Carey,1
1018,Robert Carey,Twin Falls,1
1019,Jan Reeves,Robert Carey,1
1020,Barack Obama,Jessica Vaughan,1
1021,Barack Obama,Joshua Meservey,1
1022,Barack Obama,Mark Hetfield,1
1023,Barack Obama,Holly Johnson,1
1024,Barack Obama,Johnson,13
1025,Barack Obama,Twin Falls,1
1026,Barack Obama,Jan Reeves,1
1027,Jessica Vaughan,Joshua Meservey,1
1028,Jessica Vaughan,Mark Hetfield,1
1029,Holly Johnson,Jessica Vaughan,1
1030,Jessica Vaughan,Johnson,1
1031,Jessica Vaughan,Twin Falls,1
1032,Jan Reeves,Jessica Vaughan,1
1033,Joshua Meservey,Mark Hetfield,1
1034,Holly Johnson,Joshua Meservey,1
1035,Johnson,Joshua Meservey,1
1036,Joshua Meservey,Twin Falls,1
1037,Jan Reeves,Joshua Meservey,1
1038,Holly Johnson,Mark Hetfield,1
1039,Johnson,Mark Hetfield,1
1040,Mark Hetfield,Twin Falls,1
1041,Jan Reeves,Mark Hetfield,1
1042,Holly Johnson,Johnson,1
1043,Holly Johnson,Twin Falls,1
1044,Holly Johnson,Jan Reeves,1
1045,Johnson,Twin Falls,1
1046,Jan Reeves,Johnson,1
1047,Jan Reeves,Twin Falls,1
1048,Donald Trump,Luis Gutierrez,3
1049,George Daniels,NEW YORK,1
1050,Daniels,NEW YORK,4
1051,Lauren Ehrsam,NEW YORK,1
1052,NEW YORK,Trump,13
1053,Bill Clinton,NEW YORK,3
1054,NEW YORK,Noah Bookbinder,1
1055,Donald Trump,George Daniels,1
1056,Daniels,Donald Trump,4
1057,Donald Trump,Lauren Ehrsam,1
1058,Bill Clinton,Donald Trump,12
1059,Donald Trump,Noah Bookbinder,1
1060,Daniels,George Daniels,4
1061,George Daniels,Lauren Ehrsam,1
1062,George Daniels,Trump,1
1063,Bill Clinton,George Daniels,1
1064,George Daniels,Noah Bookbinder,1
1065,Daniels,Lauren Ehrsam,4
1066,Daniels,Trump,4
1067,Daniels,Daniels,6
1068,Bill Clinton,Daniels,4
1069,Daniels,Noah Bookbinder,4
1070,Lauren Ehrsam,Trump,1
1071,Bill Clinton,Lauren Ehrsam,1
1072,Lauren Ehrsam,Noah Bookbinder,1
1073,Bill Clinton,Trump,8
1074,Noah Bookbinder,Trump,1
1075,Bill Clinton,Noah Bookbinder,1
1076,Donald Trump,Tax Cuts,3
1077,Blake Farenthold,Farenthold,2
1078,Barack Obama,NEW YORK,5
1079,Joshua Block,NEW YORK,1
1080,Marvin Garbis,NEW YORK,1
1081,James Mattis,NEW YORK,1
1082,Brock Stone,NEW YORK,1
1083,Donald Trump,Joshua Block,1
1084,Donald Trump,Marvin Garbis,1
1085,Brock Stone,Donald Trump,1
1086,Barack Obama,Joshua Block,1
1087,Barack Obama,Marvin Garbis,1
1088,Barack Obama,Brock Stone,1
1089,Joshua Block,Marvin Garbis,1
1090,James Mattis,Joshua Block,1
1091,Brock Stone,Joshua Block,1
1092,James Mattis,Marvin Garbis,1
1093,Brock Stone,Marvin Garbis,1
1094,Brock Stone,James Mattis,1
1095,Robert Mueller,Rosenstein,4
1096,James Comey,Robert Mueller,17
1097,Paul Manafort,Robert Mueller,44
1098,Michael Flynn,Robert Mueller,32
1099,Hillary Clinton’s,Robert Mueller,3
1100,Nadler,Robert Mueller,2
1101,Rod Rosenstein,Rosenstein,4
1102,James Comey,Rod Rosenstein,6
1103,Rod Rosenstein,Trump,10
1104,Paul Manafort,Rod Rosenstein,3
1105,Michael Flynn,Rod Rosenstein,4
1106,Hillary Clinton’s,Rod Rosenstein,1
1107,Nadler,Rod Rosenstein,1
1108,Donald Trump,Rosenstein,5
1109,James Comey,Rosenstein,3
1110,Rosenstein,Trump,7
1111,Paul Manafort,Rosenstein,2
1112,Michael Flynn,Rosenstein,2
1113,Mueller,Rosenstein,16
1114,Hillary Clinton’s,Rosenstein,2
1115,Rosenstein,Rosenstein,1
1116,Nadler,Rosenstein,2
1117,Donald Trump,James Comey,20
1118,Donald Trump,Paul Manafort,60
1119,Donald Trump,Michael Flynn,43
1120,Donald Trump,Hillary Clinton’s,3
1121,Donald Trump,Nadler,2
1122,James Comey,Trump,28
1123,James Comey,Paul Manafort,5
1124,James Comey,Michael Flynn,14
1125,James Comey,Mueller,34
1126,Hillary Clinton’s,James Comey,1
1127,James Comey,Nadler,1
1128,Paul Manafort,Trump,57
1129,Michael Flynn,Trump,38
1130,Hillary Clinton’s,Trump,3
1131,Nadler,Trump,2
1132,Michael Flynn,Paul Manafort,8
1133,Mueller,Paul Manafort,50
1134,Hillary Clinton’s,Paul Manafort,2
1135,Nadler,Paul Manafort,1
1136,Michael Flynn,Mueller,37
1137,Hillary Clinton’s,Michael Flynn,1
1138,Michael Flynn,Nadler,1
1139,Hillary Clinton’s,Mueller,2
1140,Mueller,Nadler,1
1141,Hillary Clinton’s,Nadler,2
1142,Donald Trump,Haywood Gilliam Jr.,1
1143,Donald Trump,Gilliam,1
1144,Donald Trump,Xavier Becerra,2
1145,Gilliam,Haywood Gilliam Jr.,1
1146,Haywood Gilliam Jr.,Xavier Becerra,1
1147,Haywood Gilliam Jr.,Trump,1
1148,Gilliam,Xavier Becerra,1
1149,Gilliam,Trump,1
1150,Trump,Xavier Becerra,5
1151,Edward Markey,Mike Lee,1
1152,Kirstjen Nielsen,Mike Lee,1
1153,John F. Kennedy,Mike Lee,1
1154,Laura Moy,Mike Lee,1
1155,Edward Markey,Kirstjen Nielsen,1
1156,Edward Markey,John F. Kennedy,1
1157,Edward Markey,Laura Moy,1
1158,John F. Kennedy,Kirstjen Nielsen,1
1159,Kirstjen Nielsen,Laura Moy,1
1160,John F. Kennedy,Laura Moy,1
1161,Donald Trump,Ryan Zinke,2
1162,Ryan Zinke,Zinke,10
1163,Jim Mattis,Ryan Zinke,1
1164,Ryan Zinke,SQM,1
1165,Albemarle,Ryan Zinke,1
1166,Donald Trump,Zinke,2
1167,Donald Trump,Jim Mattis,10
1168,Donald Trump,SQM,1
1169,Albemarle,Donald Trump,1
1170,Jim Mattis,Zinke,2
1171,Zinke,Zinke,17
1172,SQM,Zinke,2
1173,Albemarle,Zinke,2
1174,Jim Mattis,SQM,1
1175,Albemarle,Jim Mattis,1
1176,Albemarle,SQM,1
1177,Dan Coats,Jeff Sessions,1
1178,Donald Trump,Pass the C.R.,1
1179,Donald Trump,Walter Jones,1
1180,Gary Cohn,Nancy Pelosi,2
1181,Chuck Schumer,Gary Cohn,3
1182,Gary Cohn,Ryan,1
1183,Gary Cohn,Walter Jones,1
1184,Trump,Walter Jones,1
1185,Nancy Pelosi,Walter Jones,1
1186,Chuck Schumer,Walter Jones,1
1187,Paul Ryan,Walter Jones,1
1188,Ryan,Walter Jones,1
1189,Brian Reynolds,NEW YORK,1
1190,Cornerstone Macro,NEW YORK,1
1191,NEW YORK,Reynolds,1
1192,Brian Reynolds,Donald Trump,1
1193,Brian Reynolds,Cornerstone Macro,1
1194,Brian Reynolds,Reynolds,1
1195,Cornerstone Macro,Donald Trump,1
1196,Donald Trump,Reynolds,1
1197,Cornerstone Macro,Reynolds,1
1198,Donald Trump,Sholom Rubashkin,1
1199,Donald Trump,Joe Arpaio,1
1200,Donald Trump,Rubashkin,7
1201,Donald Trump,Orrin Hatch,24
1202,Donald Trump,Jeffrey Skilling,1
1203,Donald Trump,L. Dennis Kozlowski,1
1204,Joe Arpaio,Sholom Rubashkin,1
1205,Sholom Rubashkin,Trump,1
1206,Rubashkin,Sholom Rubashkin,7
1207,Nancy Pelosi,Sholom Rubashkin,1
1208,Orrin Hatch,Sholom Rubashkin,1
1209,Jeffrey Skilling,Sholom Rubashkin,1
1210,L. Dennis Kozlowski,Sholom Rubashkin,1
1211,Joe Arpaio,Trump,1
1212,Joe Arpaio,Rubashkin,7
1213,Joe Arpaio,Nancy Pelosi,1
1214,Joe Arpaio,Orrin Hatch,1
1215,Jeffrey Skilling,Joe Arpaio,1
1216,Joe Arpaio,L. Dennis Kozlowski,1
1217,Rubashkin,Trump,7
1218,Orrin Hatch,Trump,7
1219,Jeffrey Skilling,Trump,1
1220,L. Dennis Kozlowski,Trump,1
1221,Rubashkin,Rubashkin,21
1222,Nancy Pelosi,Rubashkin,7
1223,Orrin Hatch,Rubashkin,7
1224,Jeffrey Skilling,Rubashkin,7
1225,L. Dennis Kozlowski,Rubashkin,7
1226,Nancy Pelosi,Orrin Hatch,3
1227,Jeffrey Skilling,Nancy Pelosi,1
1228,L. Dennis Kozlowski,Nancy Pelosi,1
1229,Jeffrey Skilling,Orrin Hatch,1
1230,L. Dennis Kozlowski,Orrin Hatch,1
1231,Jeffrey Skilling,L. Dennis Kozlowski,1
1232,Donald Trump,Patti Saris,1
1233,Donald Trump,Jeanne Shaheen,4
1234,Chris Sununu,Donald Trump,1
1235,Jeanne Shaheen,Patti Saris,1
1236,Chris Sununu,Patti Saris,1
1237,Chris Sununu,Jeanne Shaheen,1
1238,Al Franken,Harvey Weinstein,6
1239,Al Franken,Matt Lauer,1
1240,Al Franken,Charlie Rose,1
1241,Al Franken,Tavis Smiley,1
1242,Al Franken,John Conyers,18
1243,Al Franken,Trent Franks,9
1244,Al Franken,Ruben Kihuen,2
1245,Al Franken,Blake Farenthold,7
1246,Al Franken,Mark Dayton,3
1247,Al Franken,Tina Smith,3
1248,Al Franken,Smith,9
1249,Harvey Weinstein,Matt Lauer,5
1250,Charlie Rose,Harvey Weinstein,1
1251,Harvey Weinstein,Tavis Smiley,1
1252,Harvey Weinstein,John Conyers,7
1253,Harvey Weinstein,Trent Franks,1
1254,Harvey Weinstein,Ruben Kihuen,1
1255,Blake Farenthold,Harvey Weinstein,1
1256,Harvey Weinstein,Mark Dayton,2
1257,Harvey Weinstein,Tina Smith,1
1258,Harvey Weinstein,Smith,1
1259,Charlie Rose,Matt Lauer,1
1260,Matt Lauer,Tavis Smiley,1
1261,John Conyers,Matt Lauer,2
1262,Matt Lauer,Trent Franks,1
1263,Matt Lauer,Ruben Kihuen,1
1264,Blake Farenthold,Matt Lauer,1
1265,Mark Dayton,Matt Lauer,1
1266,Matt Lauer,Tina Smith,1
1267,Matt Lauer,Smith,1
1268,Charlie Rose,Tavis Smiley,1
1269,Charlie Rose,John Conyers,1
1270,Charlie Rose,Trent Franks,1
1271,Charlie Rose,Ruben Kihuen,1
1272,Blake Farenthold,Charlie Rose,1
1273,Charlie Rose,Mark Dayton,1
1274,Charlie Rose,Tina Smith,1
1275,Charlie Rose,Smith,1
1276,John Conyers,Tavis Smiley,1
1277,Tavis Smiley,Trent Franks,1
1278,Ruben Kihuen,Tavis Smiley,1
1279,Blake Farenthold,Tavis Smiley,1
1280,Mark Dayton,Tavis Smiley,1
1281,Tavis Smiley,Tina Smith,1
1282,Smith,Tavis Smiley,1
1283,John Conyers,Trent Franks,9
1284,John Conyers,Ruben Kihuen,2
1285,Blake Farenthold,John Conyers,8
1286,John Conyers,Mark Dayton,2
1287,John Conyers,Tina Smith,2
1288,John Conyers,Smith,1
1289,Ruben Kihuen,Trent Franks,2
1290,Blake Farenthold,Trent Franks,7
1291,Mark Dayton,Trent Franks,1
1292,Tina Smith,Trent Franks,1
1293,Smith,Trent Franks,1
1294,Blake Farenthold,Ruben Kihuen,3
1295,Mark Dayton,Ruben Kihuen,1
1296,Ruben Kihuen,Tina Smith,1
1297,Ruben Kihuen,Smith,1
1298,Blake Farenthold,Mark Dayton,1
1299,Blake Farenthold,Tina Smith,1
1300,Blake Farenthold,Smith,1
1301,Mark Dayton,Tina Smith,3
1302,Mark Dayton,Smith,9
1303,Smith,Tina Smith,9
1304,Mark Warner,Robert Mueller,1
1305,Cobb,Robert Mueller,2
1306,Donald Trump,Mark Warner,4
1307,Cobb,Donald Trump,2
1308,Mark Warner,Mueller,3
1309,Hillary Clinton,Mark Warner,2
1310,Clinton,Mark Warner,4
1311,Mark Warner,Trump,2
1312,Mark Warner,Ty Cobb,1
1313,Cobb,Mark Warner,1
1314,Mueller,Ty Cobb,11
1315,Cobb,Mueller,4
1316,Cobb,Hillary Clinton,1
1317,Clinton,Ty Cobb,4
1318,Clinton,Cobb,1
1319,Cobb,Trump,2
1320,Cobb,Ty Cobb,3
1321,Law,Phil Singer,1
1322,Law,Phil Murphy,1
1323,Jerry Brown,Law,1
1324,Andrew Cuomo,Law,1
1325,Donald Trump,Law,1
1326,Law,William O’Reilly,1
1327,Darien Shanske,Law,1
1328,David Gamage,Law,1
1329,Kirk Stark,Law,1
1330,Daniel Hemel,Law,1
1331,Hemel,Law,1
1332,Phil Murphy,Phil Singer,1
1333,Jerry Brown,Phil Singer,1
1334,Andrew Cuomo,Phil Singer,1
1335,Donald Trump,Phil Singer,1
1336,Phil Singer,William O’Reilly,1
1337,Darien Shanske,Phil Singer,1
1338,David Gamage,Phil Singer,1
1339,Kirk Stark,Phil Singer,1
1340,Daniel Hemel,Phil Singer,1
1341,Hemel,Phil Singer,1
1342,Jerry Brown,Phil Murphy,1
1343,Andrew Cuomo,Phil Murphy,1
1344,Donald Trump,Phil Murphy,6
1345,Phil Murphy,William O’Reilly,1
1346,Darien Shanske,Phil Murphy,1
1347,David Gamage,Phil Murphy,1
1348,Kirk Stark,Phil Murphy,1
1349,Daniel Hemel,Phil Murphy,1
1350,Hemel,Phil Murphy,1
1351,Jerry Brown,William O’Reilly,1
1352,Darien Shanske,Jerry Brown,1
1353,Jerry Brown,Kirk Stark,1
1354,Daniel Hemel,Jerry Brown,1
1355,Hemel,Jerry Brown,1
1356,Andrew Cuomo,William O’Reilly,1
1357,Andrew Cuomo,Darien Shanske,1
1358,Andrew Cuomo,Kirk Stark,1
1359,Andrew Cuomo,Daniel Hemel,1
1360,Andrew Cuomo,Hemel,1
1361,Donald Trump,William O’Reilly,1
1362,Darien Shanske,Donald Trump,1
1363,Donald Trump,Kirk Stark,1
1364,Daniel Hemel,Donald Trump,1
1365,Donald Trump,Hemel,1
1366,Darien Shanske,William O’Reilly,1
1367,David Gamage,William O’Reilly,1
1368,Kirk Stark,William O’Reilly,1
1369,Daniel Hemel,William O’Reilly,1
1370,Hemel,William O’Reilly,1
1371,Darien Shanske,David Gamage,1
1372,Darien Shanske,Kirk Stark,1
1373,Daniel Hemel,Darien Shanske,1
1374,Darien Shanske,Hemel,1
1375,David Gamage,Kirk Stark,1
1376,Daniel Hemel,David Gamage,1
1377,David Gamage,Hemel,1
1378,Daniel Hemel,Kirk Stark,1
1379,Hemel,Kirk Stark,1
1380,Daniel Hemel,Hemel,1
1381,Mitch McConnell,William Alsup,1
1382,Alsup,Mitch McConnell,1
1383,Dulce Garcia,Mitch McConnell,1
1384,Dick Durbin,Mitch McConnell,1
1385,Durbin,Mitch McConnell,1
1386,Lindsey Graham,Mitch McConnell,3
1387,Dreamer,Mitch McConnell,1
1388,Jeff Flake,William Alsup,1
1389,Alsup,Jeff Flake,1
1390,Dulce Garcia,Jeff Flake,1
1391,Dick Durbin,Jeff Flake,2
1392,Durbin,Jeff Flake,1
1393,Jeff Flake,Lindsey Graham,2
1394,Dreamer,Jeff Flake,1
1395,McConnell,William Alsup,1
1396,Alsup,McConnell,1
1397,Dulce Garcia,McConnell,1
1398,Dick Durbin,McConnell,1
1399,Durbin,McConnell,1
1400,Lindsey Graham,McConnell,6
1401,Dreamer,McConnell,1
1402,Barack Obama,William Alsup,1
1403,Alsup,Barack Obama,1
1404,Barack Obama,Dulce Garcia,1
1405,Barack Obama,Dick Durbin,4
1406,Barack Obama,Durbin,1
1407,Barack Obama,Lindsey Graham,5
1408,Barack Obama,Dreamer,1
1409,Donald Trump,William Alsup,1
1410,Alsup,Donald Trump,1
1411,Donald Trump,Dulce Garcia,1
1412,Dick Durbin,Donald Trump,7
1413,Donald Trump,Durbin,2
1414,Donald Trump,Lindsey Graham,10
1415,Donald Trump,Dreamer,1
1416,Alsup,William Alsup,1
1417,Dulce Garcia,William Alsup,1
1418,Dick Durbin,William Alsup,1
1419,Durbin,William Alsup,1
1420,Lindsey Graham,William Alsup,1
1421,Dreamer,William Alsup,1
1422,Trump,William Alsup,1
1423,Alsup,Dulce Garcia,1
1424,Alsup,Dick Durbin,1
1425,Alsup,Durbin,1
1426,Alsup,Lindsey Graham,1
1427,Alsup,Dreamer,1
1428,Alsup,Trump,1
1429,Dick Durbin,Dulce Garcia,1
1430,Dulce Garcia,Durbin,1
1431,Dulce Garcia,Lindsey Graham,1
1432,Dreamer,Dulce Garcia,1
1433,Dulce Garcia,Trump,1
1434,Dick Durbin,Durbin,3
1435,Dick Durbin,Lindsey Graham,3
1436,Dick Durbin,Dreamer,1
1437,Dick Durbin,Trump,5
1438,Durbin,Lindsey Graham,1
1439,Dreamer,Durbin,1
1440,Durbin,Trump,2
1441,Dreamer,Lindsey Graham,1
1442,Dreamer,Trump,1
1443,Donald Trump,Tom Steyer,2
1444,Donald Trump,Steyer,2
1445,Donald Trump,NextGen America,2
1446,Donald Trump,Ralph Northam,13
1447,Donald Trump,Joshua Karp,2
1448,Donald Trump,Karp,2
1449,Alex Conant,Donald Trump,3
1450,Donald Trump,Joe Bretell,2
